param_name,rank,min
base_model.model.module.model.layers.17.self_attn.q_proj.lora_B.default.weight,0,-0.013046139851212502
base_model.model.module.model.layers.17.self_attn.q_proj.lora_A.default.weight,0,-5.409447112469934e-07
base_model.model.module.model.layers.16.self_attn.v_proj.lora_B.default.weight,0,-0.0167195163667202
base_model.model.module.model.layers.16.self_attn.v_proj.lora_A.default.weight,0,-1.555273775011301e-05
base_model.model.module.model.layers.16.self_attn.q_proj.lora_B.default.weight,0,-0.019054193049669266
base_model.model.module.model.layers.16.self_attn.q_proj.lora_A.default.weight,0,-1.2605629535755725e-06
base_model.model.module.model.layers.15.self_attn.v_proj.lora_B.default.weight,0,-0.02187131904065609
base_model.model.module.model.layers.15.self_attn.v_proj.lora_A.default.weight,0,-1.1442591130617075e-05
base_model.model.module.model.layers.15.self_attn.q_proj.lora_B.default.weight,0,-0.0591210201382637
base_model.model.module.model.layers.15.self_attn.q_proj.lora_A.default.weight,0,-5.473443707160186e-06
base_model.model.module.model.layers.14.self_attn.v_proj.lora_B.default.weight,0,-0.031826991587877274
base_model.model.module.model.layers.14.self_attn.v_proj.lora_A.default.weight,0,-5.120189962326549e-05
base_model.model.module.model.layers.14.self_attn.q_proj.lora_B.default.weight,0,-0.020243216305971146
base_model.model.module.model.layers.14.self_attn.q_proj.lora_A.default.weight,0,-2.8257495614525396e-06
base_model.model.module.model.layers.13.self_attn.v_proj.lora_B.default.weight,0,-0.03695565462112427
base_model.model.module.model.layers.13.self_attn.v_proj.lora_A.default.weight,0,-4.774907574756071e-05
base_model.model.module.model.layers.13.self_attn.q_proj.lora_B.default.weight,0,-0.02693110704421997
base_model.model.module.model.layers.13.self_attn.q_proj.lora_A.default.weight,0,-6.640478204644751e-06
base_model.model.module.model.layers.12.self_attn.v_proj.lora_B.default.weight,0,-0.020186061039566994
base_model.model.module.model.layers.12.self_attn.v_proj.lora_A.default.weight,0,-2.1066069166408852e-05
base_model.model.module.model.layers.12.self_attn.q_proj.lora_B.default.weight,0,-0.04398307576775551
base_model.model.module.model.layers.12.self_attn.q_proj.lora_A.default.weight,0,-2.6508116661716485e-06
base_model.model.module.model.layers.11.self_attn.v_proj.lora_B.default.weight,0,-0.039010435342788696
base_model.model.module.model.layers.11.self_attn.v_proj.lora_A.default.weight,0,-0.00014241485041566193
base_model.model.module.model.layers.11.self_attn.q_proj.lora_B.default.weight,0,-0.021278146654367447
base_model.model.module.model.layers.11.self_attn.q_proj.lora_A.default.weight,0,-7.793928489263635e-07
base_model.model.module.model.layers.10.self_attn.v_proj.lora_B.default.weight,0,-0.013856044039130211
base_model.model.module.model.layers.10.self_attn.v_proj.lora_A.default.weight,0,-1.9068846086156555e-05
base_model.model.module.model.layers.10.self_attn.q_proj.lora_B.default.weight,0,-0.015727931633591652
base_model.model.module.model.layers.10.self_attn.q_proj.lora_A.default.weight,0,-2.2147542040329427e-06
base_model.model.module.model.layers.9.self_attn.v_proj.lora_B.default.weight,0,-0.037028852850198746
base_model.model.module.model.layers.9.self_attn.v_proj.lora_A.default.weight,0,-2.4235025193775073e-05
base_model.model.module.model.layers.9.self_attn.q_proj.lora_B.default.weight,0,-0.023197771981358528
base_model.model.module.model.layers.9.self_attn.q_proj.lora_A.default.weight,0,-3.7783147490699776e-06
base_model.model.module.model.layers.8.self_attn.v_proj.lora_B.default.weight,0,-0.034131769090890884
base_model.model.module.model.layers.8.self_attn.v_proj.lora_A.default.weight,0,-0.00015158580208662897
base_model.model.module.model.layers.8.self_attn.q_proj.lora_B.default.weight,0,-0.023602360859513283
base_model.model.module.model.layers.8.self_attn.q_proj.lora_A.default.weight,0,-1.4220488537830533e-06
base_model.model.module.model.layers.7.self_attn.v_proj.lora_B.default.weight,0,-0.02465623803436756
base_model.model.module.model.layers.7.self_attn.v_proj.lora_A.default.weight,0,-0.00016994010366033763
base_model.model.module.model.layers.7.self_attn.q_proj.lora_B.default.weight,0,-0.02223535254597664
base_model.model.module.model.layers.7.self_attn.q_proj.lora_A.default.weight,0,-2.8449369438021677e-06
base_model.model.module.model.layers.6.self_attn.v_proj.lora_B.default.weight,0,-0.04389474168419838
base_model.model.module.model.layers.6.self_attn.v_proj.lora_A.default.weight,0,-2.345953180338256e-05
base_model.model.module.model.layers.6.self_attn.q_proj.lora_B.default.weight,0,-0.03176989406347275
base_model.model.module.model.layers.6.self_attn.q_proj.lora_A.default.weight,0,-1.9451515527180163e-06
base_model.model.module.model.layers.5.self_attn.v_proj.lora_B.default.weight,0,-0.034605447202920914
base_model.model.module.model.layers.5.self_attn.v_proj.lora_A.default.weight,0,-2.3639768187422305e-05
base_model.model.module.model.layers.5.self_attn.q_proj.lora_B.default.weight,0,-0.03192784637212753
base_model.model.module.model.layers.5.self_attn.q_proj.lora_A.default.weight,0,-7.576014922960894e-06
base_model.model.module.model.layers.4.self_attn.v_proj.lora_B.default.weight,0,-0.03282875567674637
base_model.model.module.model.layers.4.self_attn.v_proj.lora_A.default.weight,0,-2.1047468180768192e-05
base_model.model.module.model.layers.4.self_attn.q_proj.lora_B.default.weight,0,-0.026979992166161537
base_model.model.module.model.layers.4.self_attn.q_proj.lora_A.default.weight,0,-2.802253220579587e-06
base_model.model.module.model.layers.3.self_attn.v_proj.lora_B.default.weight,0,-0.04343034327030182
base_model.model.module.model.layers.3.self_attn.v_proj.lora_A.default.weight,0,-5.731196506530978e-05
base_model.model.module.model.layers.3.self_attn.q_proj.lora_B.default.weight,0,-0.01321666594594717
base_model.model.module.model.layers.3.self_attn.q_proj.lora_A.default.weight,0,-7.800607022545591e-07
base_model.model.module.model.layers.2.self_attn.v_proj.lora_B.default.weight,0,-0.030384797602891922
base_model.model.module.model.layers.2.self_attn.v_proj.lora_A.default.weight,0,-2.0281959223211743e-05
base_model.model.module.model.layers.2.self_attn.q_proj.lora_B.default.weight,0,-0.009467664174735546
base_model.model.module.model.layers.2.self_attn.q_proj.lora_A.default.weight,0,-7.392868610622827e-06
base_model.model.module.model.layers.1.self_attn.v_proj.lora_B.default.weight,0,-0.07212887704372406
base_model.model.module.model.layers.1.self_attn.v_proj.lora_A.default.weight,0,-2.3265009076567367e-05
base_model.model.module.model.layers.1.self_attn.q_proj.lora_B.default.weight,0,-0.000938589044380933
base_model.model.module.model.layers.1.self_attn.q_proj.lora_A.default.weight,0,-2.3578177206218243e-06
base_model.model.module.model.layers.0.self_attn.v_proj.lora_B.default.weight,0,-0.020656516775488853
base_model.model.module.model.layers.0.self_attn.v_proj.lora_A.default.weight,0,-4.632780473912135e-05
base_model.model.module.model.layers.0.self_attn.q_proj.lora_B.default.weight,0,-0.000979716656729579
base_model.model.module.model.layers.0.self_attn.q_proj.lora_A.default.weight,0,-7.019882559688995e-07
base_model.model.module.model.layers.31.self_attn.v_proj.lora_B.default.weight,0,-0.008284732699394226
base_model.model.module.model.layers.31.self_attn.v_proj.lora_A.default.weight,0,-2.6694546249927953e-05
base_model.model.module.model.layers.31.self_attn.q_proj.lora_B.default.weight,0,-0.006562157068401575
base_model.model.module.model.layers.31.self_attn.q_proj.lora_A.default.weight,0,-1.616705617379921e-06
base_model.model.module.model.layers.30.self_attn.v_proj.lora_B.default.weight,0,-0.020809346809983253
base_model.model.module.model.layers.30.self_attn.v_proj.lora_A.default.weight,0,-8.014708328119013e-06
base_model.model.module.model.layers.30.self_attn.q_proj.lora_B.default.weight,0,-0.005908844992518425
base_model.model.module.model.layers.30.self_attn.q_proj.lora_A.default.weight,0,-1.975607574422611e-06
base_model.model.module.model.layers.29.self_attn.v_proj.lora_B.default.weight,0,-0.00837692804634571
base_model.model.module.model.layers.29.self_attn.v_proj.lora_A.default.weight,0,-4.196628287900239e-05
base_model.model.module.model.layers.29.self_attn.q_proj.lora_B.default.weight,0,-0.0046379100531339645
base_model.model.module.model.layers.29.self_attn.q_proj.lora_A.default.weight,0,-6.065883553674212e-06
base_model.model.module.model.layers.28.self_attn.v_proj.lora_B.default.weight,0,-0.012516669929027557
base_model.model.module.model.layers.28.self_attn.v_proj.lora_A.default.weight,0,-6.882890011183918e-05
base_model.model.module.model.layers.28.self_attn.q_proj.lora_B.default.weight,0,-0.01787249930202961
base_model.model.module.model.layers.28.self_attn.q_proj.lora_A.default.weight,0,-2.4514904453099007e-06
base_model.model.module.model.layers.27.self_attn.v_proj.lora_B.default.weight,0,-0.03409614413976669
base_model.model.module.model.layers.27.self_attn.v_proj.lora_A.default.weight,0,-1.0053456207970157e-05
base_model.model.module.model.layers.27.self_attn.q_proj.lora_B.default.weight,0,-0.02489660121500492
base_model.model.module.model.layers.27.self_attn.q_proj.lora_A.default.weight,0,-1.733334443088097e-06
base_model.model.module.model.layers.26.self_attn.v_proj.lora_B.default.weight,0,-0.03284256160259247
base_model.model.module.model.layers.26.self_attn.v_proj.lora_A.default.weight,0,-4.2738596675917506e-05
base_model.model.module.model.layers.26.self_attn.q_proj.lora_B.default.weight,0,-0.006986094173043966
base_model.model.module.model.layers.26.self_attn.q_proj.lora_A.default.weight,0,-1.9452445485512726e-06
base_model.model.module.model.layers.25.self_attn.v_proj.lora_B.default.weight,0,-0.043333712965250015
base_model.model.module.model.layers.25.self_attn.v_proj.lora_A.default.weight,0,-1.0623873095028102e-05
base_model.model.module.model.layers.25.self_attn.q_proj.lora_B.default.weight,0,-0.020139534026384354
base_model.model.module.model.layers.25.self_attn.q_proj.lora_A.default.weight,0,-3.1094798487174558e-06
base_model.model.module.model.layers.24.self_attn.v_proj.lora_B.default.weight,0,-0.018345510587096214
base_model.model.module.model.layers.24.self_attn.v_proj.lora_A.default.weight,0,-9.241246152669191e-05
base_model.model.module.model.layers.24.self_attn.q_proj.lora_B.default.weight,0,-0.012793916277587414
base_model.model.module.model.layers.24.self_attn.q_proj.lora_A.default.weight,0,-2.4687981294846395e-06
base_model.model.module.model.layers.23.self_attn.v_proj.lora_B.default.weight,0,-0.01381022296845913
base_model.model.module.model.layers.23.self_attn.v_proj.lora_A.default.weight,0,-0.00010574925545370206
base_model.model.module.model.layers.23.self_attn.q_proj.lora_B.default.weight,0,-0.006598802749067545
base_model.model.module.model.layers.23.self_attn.q_proj.lora_A.default.weight,0,-1.1658745506792911e-06
base_model.model.module.model.layers.22.self_attn.v_proj.lora_B.default.weight,0,-0.038539376109838486
base_model.model.module.model.layers.22.self_attn.v_proj.lora_A.default.weight,0,-9.347606101073325e-05
base_model.model.module.model.layers.22.self_attn.q_proj.lora_B.default.weight,0,-0.07836402952671051
base_model.model.module.model.layers.22.self_attn.q_proj.lora_A.default.weight,0,-4.9575205594010185e-06
base_model.model.module.model.layers.21.self_attn.v_proj.lora_B.default.weight,0,-0.021461347118020058
base_model.model.module.model.layers.21.self_attn.v_proj.lora_A.default.weight,0,-0.00019583295215852559
base_model.model.module.model.layers.21.self_attn.q_proj.lora_B.default.weight,0,-0.051511287689208984
base_model.model.module.model.layers.21.self_attn.q_proj.lora_A.default.weight,0,-4.456572696653893e-06
base_model.model.module.model.layers.20.self_attn.v_proj.lora_B.default.weight,0,-0.05099232494831085
base_model.model.module.model.layers.20.self_attn.v_proj.lora_A.default.weight,0,-3.633379310485907e-05
base_model.model.module.model.layers.20.self_attn.q_proj.lora_B.default.weight,0,-0.015197472646832466
base_model.model.module.model.layers.20.self_attn.q_proj.lora_A.default.weight,0,-7.044011908874381e-06
base_model.model.module.model.layers.19.self_attn.v_proj.lora_B.default.weight,0,-0.02087428607046604
base_model.model.module.model.layers.19.self_attn.v_proj.lora_A.default.weight,0,-1.2093905752408318e-05
base_model.model.module.model.layers.19.self_attn.q_proj.lora_B.default.weight,0,-0.04544154554605484
base_model.model.module.model.layers.19.self_attn.q_proj.lora_A.default.weight,0,-7.4634922384575475e-06
base_model.model.module.model.layers.18.self_attn.v_proj.lora_B.default.weight,0,-0.08806182444095612
base_model.model.module.model.layers.18.self_attn.v_proj.lora_A.default.weight,0,-8.014210470719263e-05
base_model.model.module.model.layers.18.self_attn.q_proj.lora_B.default.weight,0,-0.038553349673748016
base_model.model.module.model.layers.18.self_attn.q_proj.lora_A.default.weight,0,-9.947028956958093e-06
base_model.model.module.model.layers.17.self_attn.v_proj.lora_B.default.weight,0,-0.09406645596027374
base_model.model.module.model.layers.17.self_attn.v_proj.lora_A.default.weight,0,-0.0005301596247591078
base_model.model.module.model.layers.17.self_attn.q_proj.lora_B.default.weight,0,-0.03440782055258751
base_model.model.module.model.layers.17.self_attn.q_proj.lora_A.default.weight,0,-4.4376183723215945e-06
base_model.model.module.model.layers.16.self_attn.v_proj.lora_B.default.weight,0,-0.2113523781299591
base_model.model.module.model.layers.16.self_attn.v_proj.lora_A.default.weight,0,-0.00024219360784627497
base_model.model.module.model.layers.16.self_attn.q_proj.lora_B.default.weight,0,-0.04238209128379822
base_model.model.module.model.layers.16.self_attn.q_proj.lora_A.default.weight,0,-3.236277188989334e-05
base_model.model.module.model.layers.15.self_attn.v_proj.lora_B.default.weight,0,-0.08710882067680359
base_model.model.module.model.layers.15.self_attn.v_proj.lora_A.default.weight,0,-0.0001702398876659572
base_model.model.module.model.layers.15.self_attn.q_proj.lora_B.default.weight,0,-0.2347196787595749
base_model.model.module.model.layers.15.self_attn.q_proj.lora_A.default.weight,0,-3.919319715350866e-05
base_model.model.module.model.layers.14.self_attn.v_proj.lora_B.default.weight,0,-0.239863321185112
base_model.model.module.model.layers.14.self_attn.v_proj.lora_A.default.weight,0,-0.0004815503198187798
base_model.model.module.model.layers.14.self_attn.q_proj.lora_B.default.weight,0,-0.06239674612879753
base_model.model.module.model.layers.14.self_attn.q_proj.lora_A.default.weight,0,-3.7007989703852218e-06
base_model.model.module.model.layers.13.self_attn.v_proj.lora_B.default.weight,0,-0.2949974238872528
base_model.model.module.model.layers.13.self_attn.v_proj.lora_A.default.weight,0,-0.0008442141115665436
base_model.model.module.model.layers.13.self_attn.q_proj.lora_B.default.weight,0,-0.20813392102718353
base_model.model.module.model.layers.13.self_attn.q_proj.lora_A.default.weight,0,-6.501096504507586e-05
base_model.model.module.model.layers.12.self_attn.v_proj.lora_B.default.weight,0,-0.30346301198005676
base_model.model.module.model.layers.12.self_attn.v_proj.lora_A.default.weight,0,-0.00035424658562988043
base_model.model.module.model.layers.12.self_attn.q_proj.lora_B.default.weight,0,-0.15443572402000427
base_model.model.module.model.layers.12.self_attn.q_proj.lora_A.default.weight,0,-3.878464121953584e-05
base_model.model.module.model.layers.11.self_attn.v_proj.lora_B.default.weight,0,-0.31418532133102417
base_model.model.module.model.layers.11.self_attn.v_proj.lora_A.default.weight,0,-0.001599450595676899
base_model.model.module.model.layers.11.self_attn.q_proj.lora_B.default.weight,0,-0.15551212430000305
base_model.model.module.model.layers.11.self_attn.q_proj.lora_A.default.weight,0,-2.040577783191111e-05
base_model.model.module.model.layers.10.self_attn.v_proj.lora_B.default.weight,0,-0.26107296347618103
base_model.model.module.model.layers.10.self_attn.v_proj.lora_A.default.weight,0,-0.00031005527125671506
base_model.model.module.model.layers.10.self_attn.q_proj.lora_B.default.weight,0,-0.04905116558074951
base_model.model.module.model.layers.10.self_attn.q_proj.lora_A.default.weight,0,-4.151289613218978e-05
base_model.model.module.model.layers.9.self_attn.v_proj.lora_B.default.weight,0,-0.278987854719162
base_model.model.module.model.layers.9.self_attn.v_proj.lora_A.default.weight,0,-0.0003029968938790262
base_model.model.module.model.layers.9.self_attn.q_proj.lora_B.default.weight,0,-0.3808804750442505
base_model.model.module.model.layers.9.self_attn.q_proj.lora_A.default.weight,0,-6.967091758269817e-05
base_model.model.module.model.layers.8.self_attn.v_proj.lora_B.default.weight,0,-0.30693677067756653
base_model.model.module.model.layers.8.self_attn.v_proj.lora_A.default.weight,0,-0.0018250043503940105
base_model.model.module.model.layers.8.self_attn.q_proj.lora_B.default.weight,0,-0.12288511544466019
base_model.model.module.model.layers.8.self_attn.q_proj.lora_A.default.weight,0,-5.203455293667503e-05
base_model.model.module.model.layers.7.self_attn.v_proj.lora_B.default.weight,0,-0.18006372451782227
base_model.model.module.model.layers.7.self_attn.v_proj.lora_A.default.weight,0,-0.0014741963241249323
base_model.model.module.model.layers.7.self_attn.q_proj.lora_B.default.weight,0,-0.2716462016105652
base_model.model.module.model.layers.7.self_attn.q_proj.lora_A.default.weight,0,-4.159188029007055e-05
base_model.model.module.model.layers.6.self_attn.v_proj.lora_B.default.weight,0,-0.1774606704711914
base_model.model.module.model.layers.6.self_attn.v_proj.lora_A.default.weight,0,-0.00021050359646324068
base_model.model.module.model.layers.6.self_attn.q_proj.lora_B.default.weight,0,-0.1101994663476944
base_model.model.module.model.layers.6.self_attn.q_proj.lora_A.default.weight,0,-1.967224307009019e-05
base_model.model.module.model.layers.5.self_attn.v_proj.lora_B.default.weight,0,-0.21733804047107697
base_model.model.module.model.layers.5.self_attn.v_proj.lora_A.default.weight,0,-0.0003164285735692829
base_model.model.module.model.layers.5.self_attn.q_proj.lora_B.default.weight,0,-0.2119440883398056
base_model.model.module.model.layers.5.self_attn.q_proj.lora_A.default.weight,0,-5.296721064951271e-05
base_model.model.module.model.layers.4.self_attn.v_proj.lora_B.default.weight,0,-0.3312147855758667
base_model.model.module.model.layers.4.self_attn.v_proj.lora_A.default.weight,0,-0.0003197879414074123
base_model.model.module.model.layers.4.self_attn.q_proj.lora_B.default.weight,0,-0.12933233380317688
base_model.model.module.model.layers.4.self_attn.q_proj.lora_A.default.weight,0,-5.146283729118295e-05
base_model.model.module.model.layers.3.self_attn.v_proj.lora_B.default.weight,0,-0.08354169875383377
base_model.model.module.model.layers.3.self_attn.v_proj.lora_A.default.weight,0,-0.0012320112437009811
base_model.model.module.model.layers.3.self_attn.q_proj.lora_B.default.weight,0,-0.07100977003574371
base_model.model.module.model.layers.3.self_attn.q_proj.lora_A.default.weight,0,-1.7597689293324947e-05
base_model.model.module.model.layers.2.self_attn.v_proj.lora_B.default.weight,0,-0.21337293088436127
base_model.model.module.model.layers.2.self_attn.v_proj.lora_A.default.weight,0,-0.00027143684565089643
base_model.model.module.model.layers.2.self_attn.q_proj.lora_B.default.weight,0,-0.061666712164878845
base_model.model.module.model.layers.2.self_attn.q_proj.lora_A.default.weight,0,-2.9373053621384315e-05
base_model.model.module.model.layers.1.self_attn.v_proj.lora_B.default.weight,0,-0.7653830051422119
base_model.model.module.model.layers.1.self_attn.v_proj.lora_A.default.weight,0,-0.0004445583908818662
base_model.model.module.model.layers.1.self_attn.q_proj.lora_B.default.weight,0,-0.007313491776585579
base_model.model.module.model.layers.1.self_attn.q_proj.lora_A.default.weight,0,-1.014491863315925e-05
base_model.model.module.model.layers.0.self_attn.v_proj.lora_B.default.weight,0,-0.20719631016254425
base_model.model.module.model.layers.0.self_attn.v_proj.lora_A.default.weight,0,-0.0010252585634589195
base_model.model.module.model.layers.0.self_attn.q_proj.lora_B.default.weight,0,-0.010772354900836945
base_model.model.module.model.layers.0.self_attn.q_proj.lora_A.default.weight,0,-2.0720715838251635e-05
base_model.model.module.model.layers.31.self_attn.v_proj.lora_B.default.weight,0,-0.009128527715802193
base_model.model.module.model.layers.31.self_attn.v_proj.lora_A.default.weight,0,-2.464293356752023e-05
base_model.model.module.model.layers.31.self_attn.q_proj.lora_B.default.weight,0,-0.0043047694489359856
base_model.model.module.model.layers.31.self_attn.q_proj.lora_A.default.weight,0,-7.496298621845199e-07
base_model.model.module.model.layers.30.self_attn.v_proj.lora_B.default.weight,0,-0.016856970265507698
base_model.model.module.model.layers.30.self_attn.v_proj.lora_A.default.weight,0,-5.0809567255782895e-06
base_model.model.module.model.layers.30.self_attn.q_proj.lora_B.default.weight,0,-0.021991336718201637
base_model.model.module.model.layers.30.self_attn.q_proj.lora_A.default.weight,0,-1.534782654744049e-06
base_model.model.module.model.layers.29.self_attn.v_proj.lora_B.default.weight,0,-0.008612061850726604
base_model.model.module.model.layers.29.self_attn.v_proj.lora_A.default.weight,0,-2.9663437089766376e-05
base_model.model.module.model.layers.29.self_attn.q_proj.lora_B.default.weight,0,-0.010496461763978004
base_model.model.module.model.layers.29.self_attn.q_proj.lora_A.default.weight,0,-3.297702733107144e-06
base_model.model.module.model.layers.28.self_attn.v_proj.lora_B.default.weight,0,-0.009250987321138382
base_model.model.module.model.layers.28.self_attn.v_proj.lora_A.default.weight,0,-4.4336175051284954e-05
base_model.model.module.model.layers.28.self_attn.q_proj.lora_B.default.weight,0,-0.03289764001965523
base_model.model.module.model.layers.28.self_attn.q_proj.lora_A.default.weight,0,-3.2814828045957256e-06
base_model.model.module.model.layers.27.self_attn.v_proj.lora_B.default.weight,0,-0.020104067400097847
base_model.model.module.model.layers.27.self_attn.v_proj.lora_A.default.weight,0,-4.329376224632142e-06
base_model.model.module.model.layers.27.self_attn.q_proj.lora_B.default.weight,0,-0.0035475364420562983
base_model.model.module.model.layers.27.self_attn.q_proj.lora_A.default.weight,0,-1.2056613059030497e-06
base_model.model.module.model.layers.26.self_attn.v_proj.lora_B.default.weight,0,-0.014583676122128963
base_model.model.module.model.layers.26.self_attn.v_proj.lora_A.default.weight,0,-2.3386099201161414e-05
base_model.model.module.model.layers.26.self_attn.q_proj.lora_B.default.weight,0,-0.023177415132522583
base_model.model.module.model.layers.26.self_attn.q_proj.lora_A.default.weight,0,-9.235155857822974e-07
base_model.model.module.model.layers.25.self_attn.v_proj.lora_B.default.weight,0,-0.01785881258547306
base_model.model.module.model.layers.25.self_attn.v_proj.lora_A.default.weight,0,-6.024501089996193e-06
base_model.model.module.model.layers.25.self_attn.q_proj.lora_B.default.weight,0,-0.02467718906700611
base_model.model.module.model.layers.25.self_attn.q_proj.lora_A.default.weight,0,-5.503830834641121e-06
base_model.model.module.model.layers.24.self_attn.v_proj.lora_B.default.weight,0,-0.021806124597787857
base_model.model.module.model.layers.24.self_attn.v_proj.lora_A.default.weight,0,-3.2248855859506875e-05
base_model.model.module.model.layers.24.self_attn.q_proj.lora_B.default.weight,0,-0.006887857336550951
base_model.model.module.model.layers.24.self_attn.q_proj.lora_A.default.weight,0,-4.331736818130594e-07
base_model.model.module.model.layers.23.self_attn.v_proj.lora_B.default.weight,0,-0.00731615349650383
base_model.model.module.model.layers.23.self_attn.v_proj.lora_A.default.weight,0,-5.730891280109063e-05
base_model.model.module.model.layers.23.self_attn.q_proj.lora_B.default.weight,0,-0.007253923919051886
base_model.model.module.model.layers.23.self_attn.q_proj.lora_A.default.weight,0,-7.459174184987205e-07
base_model.model.module.model.layers.22.self_attn.v_proj.lora_B.default.weight,0,-0.018900496885180473
base_model.model.module.model.layers.22.self_attn.v_proj.lora_A.default.weight,0,-4.226380406180397e-05
base_model.model.module.model.layers.22.self_attn.q_proj.lora_B.default.weight,0,-0.02754739485681057
base_model.model.module.model.layers.22.self_attn.q_proj.lora_A.default.weight,0,-1.8039091855825973e-06
base_model.model.module.model.layers.21.self_attn.v_proj.lora_B.default.weight,0,-0.00896194577217102
base_model.model.module.model.layers.21.self_attn.v_proj.lora_A.default.weight,0,-0.00010935444879578426
base_model.model.module.model.layers.21.self_attn.q_proj.lora_B.default.weight,0,-0.024410974234342575
base_model.model.module.model.layers.21.self_attn.q_proj.lora_A.default.weight,0,-1.652913965699554e-06
base_model.model.module.model.layers.20.self_attn.v_proj.lora_B.default.weight,0,-0.01032620295882225
base_model.model.module.model.layers.20.self_attn.v_proj.lora_A.default.weight,0,-2.2048850951250643e-05
base_model.model.module.model.layers.20.self_attn.q_proj.lora_B.default.weight,0,-0.02555326744914055
base_model.model.module.model.layers.20.self_attn.q_proj.lora_A.default.weight,0,-5.034147307014791e-06
base_model.model.module.model.layers.19.self_attn.v_proj.lora_B.default.weight,0,-0.02512887306511402
base_model.model.module.model.layers.19.self_attn.v_proj.lora_A.default.weight,0,-5.760966814705171e-06
base_model.model.module.model.layers.19.self_attn.q_proj.lora_B.default.weight,0,-0.016307543963193893
base_model.model.module.model.layers.19.self_attn.q_proj.lora_A.default.weight,0,-3.986740921391174e-06
base_model.model.module.model.layers.18.self_attn.v_proj.lora_B.default.weight,0,-0.042537156492471695
base_model.model.module.model.layers.18.self_attn.v_proj.lora_A.default.weight,0,-4.7718735004309565e-05
base_model.model.module.model.layers.18.self_attn.q_proj.lora_B.default.weight,0,-0.04547884315252304
base_model.model.module.model.layers.18.self_attn.q_proj.lora_A.default.weight,0,-9.178118489217013e-06
base_model.model.module.model.layers.17.self_attn.v_proj.lora_B.default.weight,0,-0.04213474318385124
base_model.model.module.model.layers.17.self_attn.v_proj.lora_A.default.weight,0,-0.0002585904148872942
base_model.model.module.model.layers.17.self_attn.q_proj.lora_B.default.weight,0,-0.024230703711509705
base_model.model.module.model.layers.17.self_attn.q_proj.lora_A.default.weight,0,-3.621996029323782e-06
base_model.model.module.model.layers.16.self_attn.v_proj.lora_B.default.weight,0,-0.10939034074544907
base_model.model.module.model.layers.16.self_attn.v_proj.lora_A.default.weight,0,-0.0001462131622247398
base_model.model.module.model.layers.16.self_attn.q_proj.lora_B.default.weight,0,-0.012301783077418804
base_model.model.module.model.layers.16.self_attn.q_proj.lora_A.default.weight,0,-1.0171970643568784e-05
base_model.model.module.model.layers.15.self_attn.v_proj.lora_B.default.weight,0,-0.04794060438871384
base_model.model.module.model.layers.15.self_attn.v_proj.lora_A.default.weight,0,-9.284885163651779e-05
base_model.model.module.model.layers.15.self_attn.q_proj.lora_B.default.weight,0,-0.11951373517513275
base_model.model.module.model.layers.15.self_attn.q_proj.lora_A.default.weight,0,-2.1264157112454996e-05
base_model.model.module.model.layers.14.self_attn.v_proj.lora_B.default.weight,0,-0.07388743758201599
base_model.model.module.model.layers.14.self_attn.v_proj.lora_A.default.weight,0,-0.00016453898570034653
base_model.model.module.model.layers.14.self_attn.q_proj.lora_B.default.weight,0,-0.012083226814866066
base_model.model.module.model.layers.14.self_attn.q_proj.lora_A.default.weight,0,-1.8841494693333516e-06
base_model.model.module.model.layers.13.self_attn.v_proj.lora_B.default.weight,0,-0.1713145524263382
base_model.model.module.model.layers.13.self_attn.v_proj.lora_A.default.weight,0,-0.00048301045899279416
base_model.model.module.model.layers.13.self_attn.q_proj.lora_B.default.weight,0,-0.0936952456831932
base_model.model.module.model.layers.13.self_attn.q_proj.lora_A.default.weight,0,-4.1889459680533037e-05
base_model.model.module.model.layers.12.self_attn.v_proj.lora_B.default.weight,0,-0.15299835801124573
base_model.model.module.model.layers.12.self_attn.v_proj.lora_A.default.weight,0,-0.00014835955516900867
base_model.model.module.model.layers.12.self_attn.q_proj.lora_B.default.weight,0,-0.05359603092074394
base_model.model.module.model.layers.12.self_attn.q_proj.lora_A.default.weight,0,-1.504061947343871e-05
base_model.model.module.model.layers.11.self_attn.v_proj.lora_B.default.weight,0,-0.1357259452342987
base_model.model.module.model.layers.11.self_attn.v_proj.lora_A.default.weight,0,-0.0011921139666810632
base_model.model.module.model.layers.11.self_attn.q_proj.lora_B.default.weight,0,-0.07868608832359314
base_model.model.module.model.layers.11.self_attn.q_proj.lora_A.default.weight,0,-3.842549631372094e-06
base_model.model.module.model.layers.10.self_attn.v_proj.lora_B.default.weight,0,-0.09157412499189377
base_model.model.module.model.layers.10.self_attn.v_proj.lora_A.default.weight,0,-0.00016859587049111724
base_model.model.module.model.layers.10.self_attn.q_proj.lora_B.default.weight,0,-0.04493476450443268
base_model.model.module.model.layers.10.self_attn.q_proj.lora_A.default.weight,0,-2.9115937650203705e-05
base_model.model.module.model.layers.9.self_attn.v_proj.lora_B.default.weight,0,-0.15072612464427948
base_model.model.module.model.layers.9.self_attn.v_proj.lora_A.default.weight,0,-0.00011079906835220754
base_model.model.module.model.layers.9.self_attn.q_proj.lora_B.default.weight,0,-0.2395077645778656
base_model.model.module.model.layers.9.self_attn.q_proj.lora_A.default.weight,0,-3.88971166103147e-05
base_model.model.module.model.layers.8.self_attn.v_proj.lora_B.default.weight,0,-0.17373643815517426
